Tahun,Unit,KPI,Risiko,Penyebab Risiko,Justifikasi Consequence ,Nilai Consequence Risiko Inheren,Nilai Likelihood Risiko Inheren,Skor Risiko Inheren,Level Risiko Inheren,Respon,Pengendalian Yang Sudah Ada,Rencana Pengendalian,Ukuran Keberhasilan,Target Waktu Penyelesaian,Accountable (A),Responsible (R),Consult (C),Inform (I),Nilai Consequence (Risiko Residu),Nilai Likelihood (Risiko Residu),Level Risiko Residu,Tanggal Disetujui,Risk Analyst,Risk Owner,Menyetujui,Mengetahui,Menyusun,Pencapaian Tujuan Tahunan,Tanggal Diketahui,Risk ID,Status Risiko,ID,Status Dokumen,Skor Risiko Residu,Top Risk,Risk Officer,Tanggal Registrasi,Approver
"2023","TA","Tax  and Custom Compliance","Kurang terupdate-nya pemahaman unit-unit atas aturan perpajakan  serta Pembayaran pajak tidak dilakukan secara tepat waktu","1. Perubahan Peraturan Perpajakan yang berlaku
2. Kondisi keuangan Perusahaan yang belum membaik","1. Terdapat transaksi yang belum tepat pengenaan aspek perpajakannya
2. Diterbitkannya Surat Tagihan Pajak (STP) oleh KPP","3","3","9","High","Reduce","1. Aktif berkomunikasi dengan KPP, sosialisasi perubahan peraturan perpajakan kepada unit internal terkait
2. Melakukan koordinasi dengan TX dan komunikasi dengan KPP terkait","1. Koordinasi dan sosialisasi perubahan peraturan perpajakan kepada unit internal terkait
2. Update status saldo hutang pajak ke TX secara berkala","1. sosialisasi terlaksana
2. Pembayaran pajak dilakukan","Ketika terdapat update peraturan perpajakan serta Menyesuaikan dengan payment plan TX","SM TAX","All Staff TAX","VP TA","DF","3","1","Low","3/13/2023","Brian Harfiansyah 580460","Chairuddin","Chairuddin","Chairuddin",,,"3/21/2023",,"Open","30",,"3","Tidak","Muhammad Ifroh Thobibul Qulub",,
"2023","TA","Tax  and Custom Compliance","Penurunan Revenue karena perusahaan menanggung biaya selisih perubahan tarif PPN Serta Dilakukan audit pajak setiap tahun","1. Perubahan tarif PPN dari 10% menjadi 11% per 1 April 2022 sesuai UU HPP
2. Diajukannya restitusi pajak atas SPT yang berstatus Lebih Bayar","1. kenaikan biaya/penurunan revenue dalam Laporan Keuangan
2. SPT Lebih Bayar, GMF memiliki saldo akumulasi kerugian fiskal yang dapat dimanfaatkan dalam 5 tahun kedepan","3","3","9","High","Reduce","1. Melakukan koordinasi dengan TSB dan unit terkait di GMF
2. Melakukan persiapan audit pajak semaksimal mungkin","1. Amandemen kontrak
2. Melakukan ekualisasi perpajakan","1. Kontrak diperbarui dan GMF tidak menanggung selisih perubahan tarif
2. Hasil audit pajak optimal","1 tahun setelah diajukannya restitusi pajak","SM TAX","All Staff TAX","VP TA","DF","3","1","Low","3/13/2023","Brian Harfiansyah 580460","Chairuddin","Chairuddin","Chairuddin",,,"3/21/2023",,"Open","31",,"3","Ya","Muhammad Ifroh Thobibul Qulub",,
"2023","TA","Tax  and Custom Compliance","Terdapat PPh Badan yang harus dibayar walaupun sesuai Laporan Keuangan GMF mengalami kerugian Serta Kenaikan staff expense akibat dari naiknya employee tax expense","1. Tingginya biaya GMF yang tidak diakui secara pajak antara lain finance charge expense akibat ekuitas GMF yang negatif
2. Sesuai UU HPP yang berlaku 1 Jan 2022, natura merupakan objek PPh Pasal 21","1. Secara fiskal perusahaan mengalami laba walaupun secara komersial rugi
2. kenaikan staff expense dalam Laporan Keuangan","3","3","9","High","Reduce","1. melakukan analisa perhitungan CIT secara berkala
2. Berkoordinasi dengan TX, TH dan KPP tempat GMF terdaftar","1. Mengupayakan ekuitas perusahaan menjadi positif kembali
2. Melakukan evaluasi atas pemberian benefit kepada pegawai","1. Ekuitas perusahaan positif
2. Laju kenaikan employee staff expense dapat ditekan","Setelah diterbitkannya peraturan perpajakan tentang aturan","SM TAX","All Staff TAX","VP TA","DF","3","1","Low","3/13/2023","Brian Harfiansyah 580460","Chairuddin","Chairuddin","Chairuddin",,,"3/21/2023",,"Open","32",,"3","Ya","Muhammad Ifroh Thobibul Qulub",,
"2023","TA","Price Effectiveness","Permintaan user terkait kebutuhan barang dan jasa yang semakin meningkat","Permintaan melebihi budget yang ada.","Dapat mengganggu operasional.","3","3","9","High","Reduce","1. Memberikan pembatasan dalam proses pengadaan sesuai dengan budget yang tersedia
2. Menjalankan operasioanl sesuai prosedur.","'- Membuat klasifikasi vendor priority berdasarkan tingkat coverage terhadap supply material dan dampaknya terhadap efisiensi harga pembelian.
- Aktivasi source list untuk subcontracting di SWIFT untuk meningkatkan control & monitoring subcontracting order.
- Berkoordinasi dengan TM untuk menentukan target reduction price dan volume rebate melalui renegosiasi kontrak vendor .","Diperoleh efisiensi dari pengadaan material dan jasa.","EOM +10","VP TA","SM TAB dan SM TAP","TD","All VP","3","1","Low","3/13/2023","Brian Harfiansyah 580460","Chairuddin","Chairuddin","Chairuddin",,,"3/21/2023",,"Open","33",,"3","Tidak","Muhammad Ifroh Thobibul Qulub",,
"2023","TA","Investment Planning & Control","Data pendukung tidak akurat, lengkap dan terlambat diperoleh","PIC unit tidak mengirimkan laporan sesuai ketentuan yang disepakati","'- Kualitas laporan rendah sehingga tidak menjadi bahan pengambilan keputusan yang tepat. 
- Penyampaian laporan investasi tidak tepat waktu","3","3","9","High","Reduce","Koordinasi dengan investment partner unit dan reminder, agar data dikirimkan tepat waktu","Koordinasi dengan investment partner unit dan reminder, agar data dikirimkan dengan akurat, lengkap dan tepat waktu","Sosialisasi aturan dan Koordinasi dengan PIC unit terlaksana","Monthly","VPTA","SM TAM","DF","BOD","2","2","Low","3/13/2023","Brian Harfiansyah 580460","Chairuddin","Chairuddin","Chairuddin",,,"3/21/2023",,"Open","34",,"4","Ya","Muhammad Ifroh Thobibul Qulub",,
"2023","TV","F.1.1 Operating Profit Margin","Shop visit engine GA & QG tidak sesuai target","GA/QG putuskan shop visit engine ke MRO lain","Potensi mengurai profit","3","4","12","Crisis","Reduce","Belum ada","Non GA Group market expansion","Mendapatkan project shop visit engine sebagai pengganti","Q4 2023","VP TV","AMS","TA, TX, TP","DB, TAG","3","2","Medium","4/5/2023","Ria Asyrofa","I Made Sulandra","I Made Sulandra","Chairuddin",,,"4/5/2023",,"Open","35",,"6","Ya","Achmad Muchlis",,
"2023","TV","F.1.2 Inventory","WTU-WTC lebih dari 28 hari","WTU-WTC tidak terkontrol","Target KPI tidak tercapai","3","2","6","Medium","Reduce","WTU-WTC Control","WTU-WTC Completion","Tidak ada part WTU-WTC di GAEM 4100/4200","Setiap Project","VP TV","TVE-3","TVE-2, TVP-6, TVU-5","DB, TAG","2","2","Low","4/3/2023","Ria Asyrofa","I Made Sulandra","I Made Sulandra","Chairuddin",,,"4/5/2023",,"Open","36",,"4","Tidak","Achmad Muchlis",,
"2023","TV","F.1.2 Inventory","Nilai surplus material lebih dari 10%","Request material tidak sesuai kebutuhan aktual","Ada material yg direquest tidak terpakai di project","3","2","6","Medium","Reduce","Evaluasi surplus material oleh material planner","Zero excess material","Tidak terjadi surplus material","Setiap Project","VP TV","TVE-4","TVE-2, TVP-6, TVU-5","DB, TAG","2","2","Low","4/3/2023","Ria Asyrofa","I Made Sulandra","I Made Sulandra","Chairuddin",,,"4/5/2023",,"Open","37",,"4","Tidak","Achmad Muchlis",,
"2023","TA","Risk Facilitation and Control","Unit tidak berinisiatif untuk melakukan Risk Assessment dan risk monitoring","Risk Management belum dianggap penting","Risk Assessment dan risk monitoring tidak berjalan","3","3","9","High","Reduce","Terdapat KB Manajemen Risiko beserta PB yang menginduk kepada KB tersebut","Koordinasi dan komunikasi dengan Kepala dan Risk Officer unit","Koordinasi terlaksana","Monthly","VP TA","SM TAG","DF","BOD","2","2","Low","3/13/2023","Brian Harfiansyah 580460","Chairuddin","Chairuddin","Chairuddin",,,"3/21/2023",,"Open","38",,"4","Tidak","Muhammad Ifroh Thobibul Qulub",,
"2023","TA","Business Data Quality","Dokumen pendukung tidak lengkap.","Purchaser tidak melengkapi data pendukung dari vendor.","Data tidak dapat diverifikasi","3","3","9","High","Reduce","PB Pengelolaan Master Data Vendor, PB AVL & QP ASL","'- Revisi PB Pengelolaan Master Data Vendor dengan menambahkan daftar persyaratan dokumen
- Menyusun PB Pengelolaan Master Data Customer.
- Sosialisasi PB","'Pelaksanaan PB Pengelolaan Master Data Vendor dan Data Customer yang efektif","Monthly","VP TA","Bussiness Data Manager","DF","BOD","2","2","Low","3/13/2023","Brian Harfiansyah 580460","Chairuddin","Chairuddin","Chairuddin",,,"3/21/2023",,"Open","39",,"4","Tidak","Muhammad Ifroh Thobibul Qulub",,
"2023","TE","Human Capital Readiness","Target pencapaian KPI Dinas tidak tercapai","1. Kurang nya man-power karena banyak yang resign
2. Kurang nya SDM yang berpengalaman
3. Budget recruitment employee terbatas","1. Beban kerja antar unit tidak seimbang
2. Take action dan decision problem jadi tidak tepat sasaran dan memakan waktu yang lama
3. Kebutuhan engineer tidak terpenuhi","5","4","20","Crisis","Share/ Transfer","1. Bantek pegawai ke unit yang dirasa kekurangan engineer
2. Pemberian beban kerja lebih kepada Senior Development Engineer atau level di atasnya
3. Mentoring dan sering diajak untuk studi kasus bagi level jabatan Development Engineer","1. Internal dan external rekrutmen
2. Dibentuk tim project untuk eskalasi kemampuan development engineer
3. Training untuk menambah knowledge dan experience engineer ","1. Man-power quantity terpenuhi
2. Man-power quality terpenuhi
3. Mentoring program dapat berjalan sesuai target","Semester","TE","PDCA People, TEA, TEC, TED, TEJ, TEL, TEM, TER","TH","TAG","4","3","High","3/15/2023","Ria Asyrofa","Zuriati","Zuriati","Chairuddin",,,"3/21/2023",,"Open","40",,"12","Ya","Dianika Fachrur Harrys Sarwono","12/27/2022","Chairuddin"
"2023","TZ","Operating Profit Margin","Target Gross profit tidak tercapai 20-35%","1. Estimasi COGS tidak tepat
2. Biaya produksi yang tidak sesuai dengan budget","Profit per project kurang dari target","3","4","12","High","Reduce","1. Performance meeting untuk preventive highlight item setiap project
2. Penunjukan Project manager untuk project besar","1. Issue Procedure yang jelas terkait flow process COGS
2. Monitor Proses POST PROJECT REVIEW untuk setiap project
3. Memonitor Effesiensi yang telah dilakukan","1. Data all COGS project TZ tersedia
2. Data effesiensi TZ tersedia","Q3","TZ","TZB","TZS,TZP,TZG","TZQ","2","2","Low","3/17/2023","Ria Asyrofa","Cornelis Radjawane","Cornelis Radjawane","Chairuddin",,,"3/21/2023",,"Open","41",,"4","Tidak","Fachmi Yuni Arista",,
"2023","TE","Data Quality Integrity","Konfigurasi pesawat antara sistem dan aktual tidak sesuai setelah proses maintenance pesawat (RTS)","Unit Produksi sering tidak melakukan proses simulasi remove/install component di sistem setelah RTS","Part number dan serial number komponen yang aktual terpasang di pesawat seringkali berbeda dengan status di sistem sehingga sulit dilacak keberadaan dan perubahannya","4","4","16","Crisis","Share/ Transfer","1. Pengumpulan laporan harian dan bulanan terkait Strucure gap dari konfigurasi pesawat
2. Pro active ke unit produksi terkait agar proses simulasi remove install komponen dilakukan sesuai dengan aktual
3. Tools untuk memonitoring DQI terkait Structure Gap yang dapat diakses di SAP SWIFT","1. Melanjutkan pengendalian yang sudah ada
2. Menyempurnakan tools monitoring DQI terkait Structure Gap agar lebih tepat sasaran","Tidak ada structure gap untuk pesawat GA dan QG","Bulanan","TE","TED","TQ, TF, TV, TJ, TB, TC, TL, TDO","TAG","3","2","Medium","3/15/2023","Ria Asyrofa","Zuriati","Zuriati","Chairuddin",,,"3/21/2023",,"Open","42",,"6","Ya","Dianika Fachrur Harrys Sarwono","12/27/2022","Chairuddin"
"2023","TE","Cost of Poor Quality ","Ketidakakuratan dokumen perintah kerja (Job Card) dalam menentukan kebutuhan material dan referensi kerja","1. Perbedaan karakteristik dan spesifikasi material yang digunakan
2. Human error, seperti kelelahan, komunikasi, kepatuhan, dll
3. Metode perbaikan tidak sesuai dengan task card
4. Kesalahan dalam evaluasi karena engineer masih baru dan kurang berpengalaman","1. Adanya biaya pengerjaan ulang karena kualitas produk yang dihasilkan tidak memenuhi standar
2. Biaya operasional meningkat","5","2","10","High","Reduce","1. Mengawasi pekerjaan sebelum pekerjaan tersebut dinyatakan dapat diperbaiki atau tidak
2. Buat daftar checklist pekerjaan yang terperinci
3. Perbarui dokumen referensi kerja","1. Melanjutkan pengendalian yang sudah ada
2. Mentoring program kepada development engineer baru","Quality Control Engineering Product dan Services telah dikerjakan","Bulanan","TE","FTM, TEA, TEC, TED, TEJ, TEL, TEM, TER","TQ","DL, TAG","4","1","Low","3/15/2023","Ria Asyrofa","Zuriati","Zuriati","Chairuddin",,,"3/21/2023",,"Open","43",,"4","Ya","Dianika Fachrur Harrys Sarwono","12/27/2022","Chairuddin"
"2023","TE","Customer SLA Fulfillment","SLA tidak terpenuhi terkait produk pelayanan dan jasa dengan customer","1. Masalah terkait kualitas services
2. Masalah perencanaan, koordinasi dan persiapan
3. Reliability program dan engineer recommendation  tidak dilakukan
4. Waktu terkait keputusan apakah suatu jenis pemeliharaan dilakukan sendiri atau dikirimkan
5. Power bargaining dengan lessor terkait waktu inspeksi dan finding
6. Perjanjian kontrak lopsided saat mengambil pesawat atau material
7. Desain produk atau kesalahan implementasi selama produksi","1. Kepercayaan customer dengan service dari engineer telah menurun
2. Pelanggan akan mencari engineer services lainnya
3. Citra perusahaan menurun
4. Peningkatan biaya operasi
5. Target pendapatan perusahaan tidak tercapai
6. Ada biaya punishment yang besar
7. Timbul biaya tak terduga, dan jika kontrak dilanggar, akan dikenakan biaya pelanggaran
8. Pelanggan akan mencari jasa lain yang dapat dipercaya dan pelayanannya memuaskan","5","3","15","High","Reduce","1. Melakukan review efektivitas item SRI
2. Melaksanakan pengendalian tindak lanjut pelaksanaan item TIA
3. Kontrol masalah fleet type
4. Pengingat terkait SRI dan RMD
5. Waktu persiapan proyek sebaiknya lebih lama sebelum hanggar pesawat masuk
6. Pembentukan tim proyek dikonfirmasi terlebih dahulu dan tugas segera dibagi dan diberikan kerangka waktu yang lebih ketat untuk berjaga-jaga jika terjadi sesuatu yang tidak terduga. Terutama dalam penyusunan dan pencarian dokumen pendukung
7. Pembahasan terkait status pekerjaan dan kendala jika ada sering dilakukan","1. Pantau langkah-langkah yang diambil di portal SRI secara berkesinambungan
2. Berkolaborasi dengan unit perencanaan, AOG, MCC / MOD, FMC / TOC untuk menyelesaikan masalah operasional
3. Saling mengingatkan tentang awareness saat melakukan perawatan
4. FTM lebih aktif bertanya bila ada kendala operasional dan menindaklanjuti dengan respon cepat untuk diselesaikan problem tersebut
5. Melanjutkan pengendalian efektif yang sudah ada
6. Membangun komunikasi yang lebih interaktif dan komunikatif dengan pelanggan dan lessor
7. Efisiensi waktu dengan membuat laporan yang terintegrasi dengan kondisi aktual yang dapat diakses kapan saja dan di mana saja","1. Reliability Control dan TIA  telah dilaksanakan untuk fleet GA dan QG
2. Tindak lanjut terkait TDAM Issue
3. RCP berjalan dengan baik sehingga rekomendasi dapat diberikan
4. Seluruh Manufacturer Bulletin/Publication (FTD/TFU) telah dievaluasi dan dilaporkan dalam laporan PRM bulanan
5. Penilaian dan rekomendasi terkait Engine & APU  Healthy selalu tersedia
6. Program terkait masalah Dispatch Reliability (DR) tersedia dan dapat diimplementasikan
7. Implementasi TIA dapat terkontrol 
8. Timeframe terkait jangka waktu suatu proyek tersedia dan jelas TATnya
9. Milestone terkait suatu proyek dapat dikontrol","Bulanan","TE","FTM, TEA, TEL, TER","TQ","DL, TAG","4","2","Medium","3/15/2023","Ria Asyrofa","Zuriati","Zuriati","Chairuddin",,,"3/21/2023",,"Open","44",,"8","Ya","Dianika Fachrur Harrys Sarwono","12/27/2022","Chairuddin"
"2023","TE","Customer Satisfaction Index","Pelanggan tidak puas dengan kinerja engineer dalam mendeliver pekerjaan","1. Kesalahan dan ketidaktepatan dalam analisis masalah sering menyebabkan kendala operasional
2. Saling menunggu dan alih tanggung jawab menyebabkan kendala operasional tidak segera tertangani
3. Hasil evaluasi dan penanganan masalah tidak segera dikomunikasikan kepada customer sehingga status masalah tidak terupdate
4. Kualitas produk dan layanan dari engineer memiliki nilai standar dan di bawah rata-rata","1. Kepercayaan customer dengan layanan engineer telah menurun
2. Pelanggan akan mencari engineering services lainnya
3. Citra perusahaan menurun
4. Kehilangan pelanggan secara berturut-turut","4","3","12","High","Reduce","1. Survei kepuasan pelanggan
2. Mengadakan customer voice meeting
3. Memberikan arahan kepada engineer agar membuat pencatatan daily activity agar mengetahui status pekerjaan sehingga tidak ada yang terlewat","Melanjutkan pengendalian yang sudah ada","1. PRM dikontrol dan dilaporkan ke Customer
2. Pertemuan Triwulanan dengan Customer rutin dilakukan
3. Peningkatan proses bisnis, produk, atau layanan berhasil dilakukan dan mencapai target","Semester","TE","TEA, TEC, TED, TEJ, TEL, TEM, TER","TQ","TAG","3","2","Medium","3/15/2023","Ria Asyrofa","Zuriati","Zuriati","Chairuddin",,,"3/21/2023",,"Open","45",,"6","Ya","Dianika Fachrur Harrys Sarwono","12/27/2022","Chairuddin"
"2023","TE","Compliance Index","Penurunan nilai compliance index","1. Tidak terpenuhinya tindakan perbaikan dan tindakan pencegahan sesuai target
2. Ketaatan dan kedisiplinan pegawai dalam menjalankan prosedur saat bekerja","1. Keluhan dari pelanggan dan mendapatkan temuan dari otoritas
2. Dapat mengakibatkan insiden atau bahkan kecelakaan jika kesalahannya berakibat fatal","4","3","12","High","Reduce","1. Kontrol tindak lanjut NCR, IOR, SPC & FCAR dan laporkan ke PDCA SAG TE
2. Mengembangkan program peningkatan kompetensi melalui pelatihan, pendampingan dan penugasan khusus
3. Adanya aturan dan tata kerja yang lebih terstruktur yang akan ditambahkan pada QP/WI dan bahkan bila perlu akan diberikan sanksi yang tegas jika pelanggaran berulang
4. Adanya laporan pemantauan mengenai tindak lanjut status finding","Melanjutkan pengendalian yang sudah ada","1. Program terkait Controlling to Compliance and Follow up Finding dilakukan
2. Tindak lanjut terkait QSC (MEDA, NCR, QASR, QAR, SFR, IOR) dilaporkan
3. Standard Compliance harus >= 95%
4. FCAR Closed","Bulanan","TE","TEA, TEC, TED, TEJ, TEM, TEL, TER","TQ","TAG","3","2","Medium","3/15/2023","Ria Asyrofa","Zuriati","Zuriati","Chairuddin",,,"3/21/2023",,"Open","46",,"6","Tidak","Dianika Fachrur Harrys Sarwono","12/27/2022","Chairuddin"
